"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.TLF.0714.ZS","Children in employment, total (% of children ages 7-14)","Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey.","Understanding Children's Work, International Labour Organization (ILO);
UN Children's Fund (UNICEF), note: Understanding Children's Work;
World Bank (WB), note: Understanding Children's Work",
