"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Gabon","GAB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.577","89.716","90.126","89.467","89.515","90.111","","89.903","89.738","89.873","89.758","89.8","89.637","90.155","90.067","89.738","85.324","85.168","85.077","85.345","83.958","84.075","84.108","84.227","84.118","84.02","84.291","84.573","85.343","85.45","84.478","85.066","85.351","",
"Georgia","GEO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.585","77.042","75.845","76.134","76.092","77","73.797","72.104","71.978","72.301","72.885","72.125","72.362","75.113","",
"Ghana","GHA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.719","","","","","","","","","71.961","","","","","","86.028","","","","75.372","","","80.522","","83.894","","66.754","","","","56.394","59.766","","","",
"Gibraltar","GIB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.032","","","","","","","","","","","","83.885","","","","","79.511","","","","","","",
"Gambia, The","GMB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.929","","","","","","78.154","","","","","56.417","","",
"Guinea-Bissau","GNB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.608","80.454","","","80.986","","","",
"Equatorial Guinea","GNQ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.367","78.1","80.372","80.177","78.836","77.42","78.52","78.555","79.345","79.439","79.108","81.962","81.408","81.624","80.27","80.358","80.397","80.774","80.927","81.31","80.592","79.997","80.24","79.428","77.902","77.217","76.955","74.918","76.004","75.885","75.597","75.779","75.71","74.39","73.747","74.636","74.566","74.319","",
"Grenada","GRD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.394","77.911","69.875","74.547","","78.644","","",
"Greenland","GRL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.463","87.877","81.593","","86.082","","","","87.561","85.821","87.251","85.845","79.639","85.211","82.561","82.1","81.981","81.434","","84.594","81.226","86.237","87.259","",
"Guam","GUM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.469","79.312","","","","","","",
"High income","HIC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3618568551231","79.0085772926692","78.850732413793","78.8919665991836","78.8240833866017","78.4380745335531","78.5344404496299","78.3685995284454","77.9573584211712","78.0469771806526","76.4640343941242","76.3526287261472","76.3342307521686","76.177087464658","76.1465456407379","76.1215847486475","76.1316121543643","75.5682186072236","75.5207786699096","75.7070290865905","74.8002775696382","74.7447204203577","76.4012997899055","76.5977563753827","76.5664561633553","",
"Hong Kong SAR, China","HKG","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.86","76.127","77.632","77.266","76.607","76.013","76.549","76.184","76.786","76.66","76.492","76.978","77.08","75.095","74.007","73.161","",
"Honduras","HND","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.884","86.348","87.168","90.482","89.261","89.467","87.715","83.379","88.862","86.198","85.718","86.74","83.604","86.308","83.443","","84.298","76.802","79.214","81.527","",
"Heavily indebted poor countries (HIPC)","HPC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.998","73.819","74.783","71.618","71.53","75.811","75.474","75.497","74.702","72.422","73.213","72.628","74.659","73.409","72.016","72.515","71.772","71.458","72.096","72.158","73.014","73.605","74.674","",
"Haiti","HTI","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.215","","","","","","","","","70.918","","","","","","","","","","","","","",
"Hungary","HUN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.171","76.239","76.496","76.634","77.201","77.791","77.54","78.36","78.792","77.241","75.848","75.443","75.002","74.916","75.341","75.084","74.686","72.751","72.854","73.608","73.065","73.286","73.261","72.065","76.844","77.729","77.757","77.834","",
"IBRD only","IBD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0831099059817","","","","","","","","","","","","","","","","","","","","","70.5864563867928","","","","",
"IDA & IBRD total","IBT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.2219647798072","","","71.7371739852615","","","","","","",
"Indonesia","IDN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.085","87.09","86.746","86.016","85.885","","86.054","89.028","86.852","87.856","87.261","79.744","86.065","78.84","79.551","87.242","85.209","80.467","84.383","79.835","84.013","85.448","87.917","86.606","86.41","85.621","85.594","84.865","81.859","84.082","82.264","80.481","80.438","81.418","","",
"IDA only","IDX","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.268","","","","","","69.206","","","","","68.912","","","","","63.087","","64.064","","","","","","60.646","61.446","61.103","61.889","63.462","65.269","65.309","",
"Not classified","INX","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.856","80.409","81.711","81.607","80.751","82.43","","87.208","86.279","86.741","83.379","83.535","82.605","83.28","83.433","85.48","84.701","84.055","82.823","82.266","81.208","81.398","80.534","80.933","80.82","81.11","81.308","81.153","80.606","81.954","83.201","82.42","82.85","",
"Iran, Islamic Rep.","IRN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.27","46.453","45.233","48.886","49.524","49.017","46.447","47.512","45.583","44.382","46.033","47.31","47.443","58.735","57.845","53.478","53.359","53.838","54.798","54.149","",
"Iraq","IRQ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.604","","","","","64.977","","","","","","","","","74.713","","","","",
"Iceland","ISL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.157","94.867","92.659","94.229","92.941","91.02","91.43","91.129","90.794","90.112","90.342","89.991","90.721","90.852","90.647","91.014","91.712","91.749","91.329","90.208","90.165","88.067","85.957","86.687","85.49","86.493","",
"Israel","ISR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.79","75.11","76.65","81.793","81.405","82.168","82.109","82.287","81.259","81.546","81.4","80.166","79.996","80.652","80.373","79.647","",
"Italy","ITA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.076","81.059","80.782","80.401","80.298","79.617","79.965","80.369","79.652","79.431","79.942","79.649","79.858","77.667","76.322","75.356","76.363","75.255","74.478","74.759","75.025","74.292","74.619","74.508","75.084","75.069","74.83","74.723","73.799","75.368","75.545","75.922","75.936","",
"Jamaica","JAM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.814","80.933","80.38","76.839","76.814","76.497","77.053","","76.206","76.016","74.918","75.755","77.28","73.089","73.872","76.727","","",
"Jordan","JOR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.245","61.733","58.931","59.038","61.718","60.028","59.386","","",
"Japan","JPN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.89","77.51","","77.56","77.72","78.1","78.33","79.09","78.63","","","","","",
"Kazakhstan","KAZ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.746","","","","","","77.824","","","","","","","","","","","69.136","","","86.186","","68.694","62.098","","","",
"Kyrgyz Republic","KGZ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.908","","80.01","80.16","75.74","76.61","76.27","76.07","76.59","73.66","","","","","","","",
"Cambodia","KHM","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.591","75.301","","84.97","60.885","58.36","","90.425","","","","79.286","73.654","65.816","89.339","93.944","94.602","80.576","63.07","75.948","79.66","79.194","","73.021","82.076","78.518","","80.525","","",
"Kiribati","KIR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.658","","","","80.622","83.631","","","85.157","","",
"St. Kitts and Nevis","KNA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.702","65.868","66.026","67.972","69.411","69.522","69.778","69.859","69.752","69.4","69.831","70.172","70.598","70.802","71.27","71.942","72.108","72.299","72.237","72.296","71.36","72.177","73.532","74.068","74.66","",
"Kuwait","KWT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.73","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.674419528576","83.1888730519071","82.8207604129078","83.8598863931563","84.3443445187963","83.4879573392291","83.2446385821218","83.3506634290066","","82.3852402324871","81.8709196588542","81.6890279456885","81.7265101371644","81.8037416862627","81.8088979131107","81.2344787676952","80.9449802554938","80.8899628960838","77.9323438439764","79.4361489626607","80.8064798908074","81.2103254865453","81.1153692474018","",
"Lao PDR","LAO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.144","","","","","92.731","","77.941","","","","","77.906","","","",
"Lebanon","LBN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.791","","","","","","",
"Liberia","LBR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.662","","","","93.602","","92.689","74.848","","","","","","","","",
"Libya","LBY","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.922","77.819","82.556","81.346","78.337","79.865","81.942","81.06","73.206","",
"Latin America & Caribbean","LCN","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6033206501278","83.2548779237816","82.7603668151337","83.2127048805339","83.7301689338348","82.7739821424298","82.5077387599294","82.681402488074","","81.8088635867756","81.4245546994334","81.8172771645918","81.7908787255922","81.7945733816643","81.1773708795704","80.975221476928","81.0353687281357","81.0081541278278","77.954755295801","79.4953161640411","80.821457712741","81.2482962378625","81.1308576299005","",
"Least developed countries: UN classification","LDC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.925","82.802","63.86","82.233","81.304","84.115","84.725","84.105","83.281","84.504","81.104","82.249","81.041","80.98","","",
"Lower middle income","LMC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5682287214967","","67.8684148986473","","","","","","64.1576348970534","67.0729959934094","65.473440641325","65.1459883764644","68.5013124168514","69.5270150782378","69.7146962295932","",
"Low & middle income","LMY","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.514","","","","","86.332","",
"Late-demographic dividend","LTE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5509008820591","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.537","83.544","81.4","86.324","82.399","85.163","82.767","82.968","82.382","81.989","82.3","83.054","84.198","84.035","83.237","83.444","82.527","82.442","83.372","82.854","83.094","83.342","82.777","81.389","81.28","81.359","81.43","",
"Luxembourg","LUX","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.522","78.989","68.025","75.013","76.596","76.802","","76.312","76.706","79.972","79.581","78.76","79.924","78.76","79.058","79.492","78.065","79.701","80.408","79.347","79.535","79.174","79.678","79.6","79.406","81.071","79.499","79.607","79.443","80.17","79.312","79.77","80.647","",
"Latvia","LVA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.376","76.919","77.691","77.048","79.498","79.053","83.343","81.754","83.999","85.109","85.787","84.183","83.129","83.946","85.425","83.674","82.28","83.221","84.247","84.54","84.611","86.551","83.035","77.635","76.793","77.946","77.89","",
"Macao SAR, China","MAC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.82","91.16","90.8","91.38","91.18","74.09","91.75","90.79","","","","","","","","","",
"St. Martin (French part)","MAF","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","73.458","","","","","","","","","","","","80.161","","","","","","","","","","81.346","","","","","","","","","","80.66","","","","","","","","68.17","","","",
"Monaco","MCO","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.98","","","","","","","","","",
"Moldova","MDA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.254","76.355","76.25","74.899","74.844","74.458","72.144","73.227","72.122","70.543","70.799","70.101","70.257","69.764","71.231","71.775","71.747","69.097","68.67","71.977","70.699","71.649","73.558","72.929","75.128","",
"Madagascar","MDG","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.751","","","","","","","","","","","79.034","","","69.244","","","","","","","","","","",
"Maldives","MDV","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.619","","","","","94.034","","81.67","","","92.316","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.7196057063701","","65.8069536600289","","","","65.1908202002787","","63.3244469918984","66.68533944669","","","","",
"Mexico","MEX","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.603","81.272","80.954","82.942","83.719","83.366","83.164","82.295","81.218","80.847","80.876","80.615","79.858","79.027","79.155","78.281","77.557","77.551","73.932","76.858","78.117","78.808","78.299","",
"Marshall Islands","MHL","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.427","","84.372","","","","",
"Middle income","MIC","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.912","81.697","80.276","80.68","81.333","78.629","81.053","79.515","79.547","79.267","80.494","81.335","81.498","81.378","81.066","81.034","80.268","80.337","","75.085","",
"Mali","MLI","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.894","","","","81.396","65.807","76.502","79.488","79.721","81.722","78.108","67.729","","63.851","65.304","","",
"Malta","MLT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.714","83.75","82.051","81.893","83.624","80.392","76.214","80.343","79.34","80.388","79.073","83.324","83.955","84.971","85.276","85.767","84.903","86.555","87.808","85.835","87.624","87.033","89.32","89.569","88.414","",
"Myanmar","MMR","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.741","69.991","","66.525","66.961","66.464","69.629","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)","MNA","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2758221745667","","64.2168019858553","","65.0198319566354","","","","","","61.0361863672545","64.5318870599544","","","","",
"Montenegro","MNE","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.357","77.005","78.612","78.346","79.036","78.515","78.42","79.66","79.716","77.615","79.502","85.656","88.469","","",
"Mongolia","MNG","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","76.211","","","75.351","","73.04","78.153","75.688","76.029","73.665","71.94","73.514","71.842","69.688","70.012","67.325","74.064","73.208","72.54","72.995","74.896","76.471","",
"Northern Mariana Islands","MNP","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.309","","","","","","","85.658","","","",
"Mauritania","MRT","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.256","","","","","75.822","","70.671","","","","","","",
"Mauritius","MUS","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.308","65.977","68.796","65.447","66.275","64.758","62.888","61.133","62.139","64.573","","69.734","71.654","73.047","73.369","74.345","74.9","74.775","73.702","91.1","78.829","76.363","78.871","79.08","",
"Malawi","MWI","Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.504","","","","","","75.965","","90.257","","","","71.151","","","66.099","","","","71.137","",
